title,material,weight,transport,recyclability,true_eco_score,co2_emissions,origin
eco tote bag,Steel,1.43,Land,High,D,1.8,UK
eco tote bag,Plastic,0.61,Land,Low,C,0.73,ITALY
eco tote bag,Plastic,1.55,Air,Low,F,4.65,UK
eco tote bag,Plastic,0.8,Air,Low,F,2.4,BRAZIL
eco tote bag,Bamboo,1.12,Land,Medium,E,0.6,RUSSIA
eco tote bag,Aluminum,1.64,Ship,High,D,1.47,BRAZIL
eco tote bag,Cardboard,1.82,Air,Medium,F,2.87,INDIA
eco tote bag,Glass,0.92,Air,High,F,2.42,NORWAY
eco tote bag,Plastic,0.89,Land,Low,C,1.07,RUSSIA
eco tote bag,Other,0.37,Land,Low,A,0.37,UK
eco tote bag,Paper,0.12,Air,Medium,F,0.14,ITALY
eco tote bag,Steel,0.73,Ship,High,C,0.74,RUSSIA
eco tote bag,Bamboo,0.89,Ship,Medium,F,0.38,UK
eco tote bag,Aluminum,1.56,Ship,High,D,1.4,FRANCE
eco tote bag,Bamboo,1.81,Air,Medium,F,2.44,BRAZIL
eco tote bag,Glass,1.93,Land,High,D,2.03,BRAZIL
eco tote bag,Cardboard,0.8,Air,Medium,F,1.26,RUSSIA
eco tote bag,Aluminum,1.89,Land,High,D,2.12,ITALY
eco tote bag,Bamboo,0.69,Land,Medium,A,0.37,JAPAN
eco tote bag,Plastic,0.26,Air,Low,F,0.78,INDIA
eco tote bag,Paper,0.64,Ship,Medium,B,0.23,INDIA
eco tote bag,Aluminum,0.22,Ship,High,F,0.2,USA
eco tote bag,Steel,0.76,Air,High,F,2.39,USA
eco tote bag,Plastic,1.21,Land,Low,D,1.45,JAPAN
eco tote bag,Aluminum,0.3,Ship,High,B,0.27,USA
eco tote bag,Steel,0.33,Land,High,C,0.42,SINGAPORE
eco tote bag,Cardboard,1.48,Land,Medium,D,0.93,INDIA
eco tote bag,Steel,1.93,Ship,High,D,1.95,GERMANY
eco tote bag,Glass,0.25,Ship,High,B,0.21,NORWAY
eco tote bag,Aluminum,0.66,Land,High,E,0.74,GERMANY
eco tote bag,Plastic,1.94,Land,Low,D,2.33,BRAZIL
eco tote bag,Steel,1.61,Land,High,D,2.03,GERMANY
eco tote bag,Other,1.18,Ship,Medium,F,0.85,CHINA
eco tote bag,Other,0.37,Ship,Low,F,0.3,BRAZIL
eco tote bag,Aluminum,0.66,Ship,High,B,0.59,NORWAY
eco tote bag,Plastic,1.83,Air,Low,F,5.49,CHINA
eco tote bag,Plastic,0.72,Land,Low,C,0.86,RUSSIA
eco tote bag,Aluminum,1.17,Air,High,F,3.28,JAPAN
eco tote bag,Cardboard,0.4,Ship,Medium,B,0.2,USA
eco tote bag,Aluminum,0.72,Ship,High,D,0.65,CHINA
eco tote bag,Other,0.79,Air,Low,F,1.98,USA
eco tote bag,Plastic,0.85,Land,Low,C,1.02,ITALY
eco tote bag,Glass,0.37,Land,High,F,0.39,NORWAY
eco tote bag,Bamboo,0.66,Ship,Medium,C,0.29,USA
eco tote bag,Paper,0.34,Ship,Medium,C,0.12,JAPAN
eco tote bag,Cardboard,0.39,Land,Medium,C,0.25,FRANCE
eco tote bag,Aluminum,1.86,Land,High,D,2.08,FRANCE
eco tote bag,Paper,1.94,Ship,Medium,D,0.7,BRAZIL
eco tote bag,Glass,0.4,Land,High,C,0.42,JAPAN
eco tote bag,Other,1.48,Air,High,F,2.59,RUSSIA
eco tote bag,Paper,1.57,Land,Medium,D,0.71,UK
eco tote bag,Aluminum,0.9,Ship,High,E,0.81,JAPAN
eco tote bag,Paper,0.2,Land,Medium,B,0.09,UK
eco tote bag,Plastic,0.42,Ship,Low,A,0.4,SINGAPORE
eco tote bag,Other,1.4,Ship,Medium,D,1.01,FRANCE
eco tote bag,Cardboard,1.56,Ship,Medium,D,0.79,FRANCE
eco tote bag,Other,1.05,Air,Low,F,2.62,UK
eco tote bag,Glass,1.67,Air,High,F,4.38,SINGAPORE
eco tote bag,Plastic,1.64,Air,Low,F,4.92,BRAZIL
eco tote bag,Aluminum,1.6,Land,High,D,1.79,FRANCE
eco tote bag,Cardboard,0.9,Air,Medium,F,1.42,SINGAPORE
eco tote bag,Plastic,1.26,Land,Low,D,1.51,USA
eco tote bag,Cardboard,0.3,Land,Medium,F,0.19,UK
eco tote bag,Steel,0.56,Air,High,F,1.76,USA
eco tote bag,Paper,0.13,Air,Medium,F,0.15,RUSSIA
eco tote bag,Plastic,1.02,Land,Low,C,1.22,FRANCE
eco tote bag,Steel,0.72,Land,High,C,0.91,NORWAY
eco tote bag,Plastic,0.89,Ship,Low,E,0.85,FRANCE
eco tote bag,Steel,1.3,Ship,High,D,1.31,USA
eco tote bag,Glass,1.34,Air,High,F,3.52,FRANCE
eco tote bag,Steel,0.74,Ship,High,C,0.75,SINGAPORE
eco tote bag,Cardboard,1.99,Air,Medium,F,3.13,USA
eco tote bag,Bamboo,0.64,Ship,Medium,E,0.28,NORWAY
eco tote bag,Glass,0.65,Ship,High,B,0.55,BRAZIL
eco tote bag,Plastic,1.54,Ship,Low,D,1.48,FRANCE
eco tote bag,Bamboo,1.07,Air,Medium,F,1.44,GERMANY
eco tote bag,Bamboo,1.3,Air,Medium,F,1.76,FRANCE
eco tote bag,Bamboo,0.87,Ship,Medium,D,0.38,ITALY
eco tote bag,Steel,1.03,Air,High,F,3.24,UK
eco tote bag,Plastic,1.23,Ship,Low,D,1.18,NORWAY
eco tote bag,Steel,2.0,Air,High,F,6.3,JAPAN
eco tote bag,Steel,1.05,Ship,High,C,1.06,USA
eco tote bag,Glass,0.42,Ship,High,B,0.35,NORWAY
eco tote bag,Bamboo,0.98,Ship,Medium,B,0.42,NORWAY
eco tote bag,Steel,1.57,Ship,High,D,1.58,RUSSIA
eco tote bag,Paper,0.67,Ship,Medium,C,0.24,USA
eco tote bag,Aluminum,1.54,Air,High,F,4.31,JAPAN
eco tote bag,Paper,0.56,Ship,Medium,D,0.2,ITALY
eco tote bag,Aluminum,1.56,Air,High,F,4.37,NORWAY
eco tote bag,Cardboard,2.0,Ship,Medium,D,1.01,FRANCE
eco tote bag,Cardboard,1.97,Air,Medium,F,3.1,JAPAN
eco tote bag,Steel,1.6,Air,High,F,5.04,UK
solar charger,Steel,1.26,Air,High,F,3.97,USA
solar charger,Aluminum,0.34,Ship,High,D,0.3,FRANCE
solar charger,Bamboo,1.7,Ship,Medium,D,0.73,SINGAPORE
solar charger,Plastic,0.44,Ship,Low,F,0.42,FRANCE
solar charger,Aluminum,0.17,Air,High,F,0.48,USA
solar charger,Aluminum,1.73,Land,High,D,1.94,BRAZIL
solar charger,Aluminum,1.91,Air,High,F,5.35,UK
solar charger,Other,0.35,Land,Low,E,0.35,SINGAPORE
solar charger,Bamboo,0.13,Air,Medium,F,0.18,ITALY
solar charger,Other,1.59,Air,High,F,2.78,FRANCE
solar charger,Paper,0.94,Air,Medium,F,1.06,RUSSIA
solar charger,Plastic,0.61,Land,Low,C,0.73,NORWAY
solar charger,Plastic,0.51,Ship,Low,D,0.49,USA
solar charger,Cardboard,1.3,Ship,Medium,D,0.66,GERMANY
solar charger,Plastic,0.11,Ship,Low,B,0.11,USA
solar charger,Glass,1.88,Ship,High,D,1.58,UK
solar charger,Other,0.26,Ship,Low,A,0.21,INDIA
solar charger,Plastic,1.76,Ship,Low,D,1.69,JAPAN
solar charger,Steel,0.83,Air,High,F,2.61,INDIA
solar charger,Plastic,1.8,Air,Low,F,5.4,CHINA
solar charger,Bamboo,0.91,Ship,Medium,B,0.39,NORWAY
solar charger,Cardboard,1.56,Land,Medium,D,0.98,FRANCE
solar charger,Aluminum,0.92,Ship,High,B,0.82,FRANCE
solar charger,Other,1.24,Land,High,D,0.87,ITALY
solar charger,Paper,1.33,Ship,Medium,D,0.48,GERMANY
solar charger,Plastic,0.17,Ship,Low,B,0.16,ITALY
solar charger,Plastic,1.31,Air,Low,F,3.93,GERMANY
solar charger,Steel,1.53,Air,High,F,4.82,ITALY
solar charger,Aluminum,1.84,Ship,High,D,1.65,ITALY
solar charger,Bamboo,1.03,Air,Medium,F,1.39,RUSSIA
solar charger,Cardboard,1.78,Land,Medium,D,1.12,ITALY
solar charger,Cardboard,0.54,Land,Medium,B,0.34,UK
solar charger,Cardboard,0.73,Land,Medium,E,0.46,INDIA
solar charger,Bamboo,0.77,Air,Medium,F,1.04,FRANCE
solar charger,Plastic,1.48,Ship,Low,D,1.42,RUSSIA
solar charger,Steel,1.03,Land,High,C,1.3,UK
solar charger,Aluminum,1.44,Air,High,F,4.03,GERMANY
solar charger,Other,1.04,Land,Medium,C,0.94,ITALY
solar charger,Bamboo,0.75,Air,Medium,F,1.01,RUSSIA
solar charger,Aluminum,1.97,Air,High,F,5.52,FRANCE
solar charger,Plastic,0.98,Land,Low,C,1.18,INDIA
solar charger,Paper,1.82,Land,Medium,D,0.82,RUSSIA
solar charger,Bamboo,1.34,Land,Medium,D,0.72,SINGAPORE
solar charger,Aluminum,0.86,Ship,High,F,0.77,ITALY
solar charger,Bamboo,1.14,Air,Medium,F,1.54,ITALY
solar charger,Steel,0.3,Land,High,C,0.38,CHINA
solar charger,Aluminum,0.64,Air,High,F,1.79,BRAZIL
solar charger,Plastic,1.96,Air,Low,F,5.88,UK
solar charger,Cardboard,0.31,Ship,Medium,D,0.16,BRAZIL
solar charger,Aluminum,1.57,Air,High,F,4.4,RUSSIA
solar charger,Glass,0.43,Land,High,A,0.45,USA
solar charger,Paper,1.46,Land,Medium,D,0.66,NORWAY
solar charger,Other,0.36,Air,Low,F,0.9,SINGAPORE
solar charger,Bamboo,0.6,Ship,Medium,C,0.26,ITALY
solar charger,Other,1.4,Ship,High,D,0.78,USA
solar charger,Paper,1.88,Ship,Medium,D,0.68,ITALY
solar charger,Glass,1.39,Ship,High,D,1.17,UK
solar charger,Paper,0.45,Land,Medium,F,0.2,NORWAY
solar charger,Glass,0.92,Land,High,E,0.97,FRANCE
solar charger,Plastic,0.64,Land,Low,C,0.77,ITALY
solar charger,Cardboard,1.33,Air,Medium,F,2.09,JAPAN
solar charger,Aluminum,1.42,Land,High,D,1.59,JAPAN
solar charger,Bamboo,1.84,Ship,Medium,D,0.79,SINGAPORE
solar charger,Other,0.12,Ship,Medium,B,0.09,UK
solar charger,Plastic,1.67,Air,Low,F,5.01,ITALY
solar charger,Paper,1.04,Land,Medium,F,0.47,USA
solar charger,Cardboard,1.05,Land,Medium,B,0.66,UK
solar charger,Aluminum,0.84,Ship,High,E,0.75,INDIA
solar charger,Aluminum,0.67,Air,High,F,1.88,SINGAPORE
solar charger,Aluminum,1.48,Land,High,D,1.66,NORWAY
solar charger,Cardboard,0.36,Air,Medium,F,0.57,CHINA
solar charger,Glass,0.53,Ship,High,B,0.45,INDIA
solar charger,Steel,0.23,Air,High,F,0.72,GERMANY
solar charger,Paper,0.92,Ship,Medium,B,0.33,JAPAN
solar charger,Glass,1.08,Ship,High,B,0.91,INDIA
solar charger,Paper,1.93,Ship,Medium,D,0.69,NORWAY
solar charger,Paper,1.95,Land,Medium,D,0.88,ITALY
solar charger,Steel,1.45,Air,High,F,4.57,INDIA
solar charger,Aluminum,0.49,Land,High,A,0.55,RUSSIA
solar charger,Other,0.13,Ship,High,E,0.07,BRAZIL
solar charger,Cardboard,0.45,Ship,Medium,E,0.23,USA
solar charger,Glass,0.93,Ship,High,B,0.78,JAPAN
solar charger,Paper,0.84,Land,Medium,F,0.38,CHINA
solar charger,Plastic,0.98,Air,Low,F,2.94,JAPAN
solar charger,Bamboo,0.76,Land,Medium,B,0.41,RUSSIA
solar charger,Plastic,1.91,Land,Low,D,2.29,BRAZIL
solar charger,Paper,1.23,Air,Medium,F,1.38,UK
solar charger,Plastic,1.04,Ship,Low,A,1.0,INDIA
solar charger,Aluminum,1.5,Ship,High,D,1.34,JAPAN
solar charger,Other,0.91,Land,Low,A,0.91,ITALY
solar charger,Other,0.74,Ship,Low,D,0.59,BRAZIL
solar charger,Paper,2.0,Air,Medium,F,2.25,CHINA
solar charger,Aluminum,1.83,Air,High,F,5.12,GERMANY
solar charger,Other,0.15,Ship,Low,D,0.12,CHINA
solar charger,Cardboard,0.35,Air,Medium,F,0.55,JAPAN
solar charger,Aluminum,1.0,Ship,High,C,0.9,SINGAPORE
solar charger,Plastic,1.18,Land,Low,C,1.42,ITALY
solar charger,Cardboard,0.45,Land,Medium,A,0.28,NORWAY
solar charger,Steel,0.87,Air,High,F,2.74,ITALY
solar charger,Paper,1.26,Air,Medium,F,1.42,INDIA
compost bin,Aluminum,1.76,Air,High,F,4.93,INDIA
compost bin,Steel,1.59,Air,High,F,5.01,BRAZIL
compost bin,Other,1.15,Ship,High,B,0.64,JAPAN
compost bin,Other,1.95,Air,High,F,3.41,SINGAPORE
compost bin,Steel,1.97,Land,High,D,2.48,CHINA
compost bin,Glass,0.59,Land,High,B,0.62,UK
compost bin,Plastic,1.34,Air,Low,F,4.02,GERMANY
compost bin,Glass,0.82,Air,High,F,2.15,NORWAY
compost bin,Bamboo,0.68,Ship,Medium,F,0.29,JAPAN
compost bin,Bamboo,1.43,Air,Medium,F,1.93,JAPAN
compost bin,Bamboo,0.4,Ship,Medium,A+,0.17,SINGAPORE
compost bin,Other,0.81,Land,Low,B,0.81,GERMANY
compost bin,Aluminum,0.56,Ship,High,F,0.5,BRAZIL
compost bin,Paper,0.46,Ship,Medium,B,0.17,SINGAPORE
compost bin,Aluminum,0.62,Land,High,B,0.69,INDIA
compost bin,Plastic,0.66,Air,Low,F,1.98,BRAZIL
compost bin,Cardboard,0.36,Ship,Medium,E,0.18,USA
compost bin,Plastic,1.15,Land,Low,C,1.38,BRAZIL
compost bin,Bamboo,0.86,Ship,Medium,F,0.37,RUSSIA
compost bin,Other,0.21,Land,High,F,0.15,JAPAN
compost bin,Steel,1.22,Land,High,D,1.54,SINGAPORE
compost bin,Other,0.17,Air,Medium,F,0.38,UK
compost bin,Bamboo,1.6,Land,Medium,D,0.86,ITALY
compost bin,Paper,1.91,Ship,Medium,D,0.69,USA
compost bin,Glass,0.95,Land,High,D,1.0,INDIA
compost bin,Plastic,1.54,Land,Low,D,1.85,UK
compost bin,Steel,1.11,Ship,High,C,1.12,UK
compost bin,Steel,0.16,Ship,High,C,0.16,RUSSIA
compost bin,Plastic,0.87,Air,Low,F,2.61,CHINA
compost bin,Cardboard,1.32,Air,Medium,F,2.08,UK
compost bin,Cardboard,0.52,Air,Medium,F,0.82,RUSSIA
compost bin,Cardboard,0.78,Air,Medium,F,1.23,RUSSIA
compost bin,Other,1.95,Air,High,F,3.41,GERMANY
compost bin,Steel,0.51,Air,High,F,1.61,NORWAY
compost bin,Plastic,0.79,Air,Low,F,2.37,UK
compost bin,Plastic,1.69,Ship,Low,D,1.62,INDIA
compost bin,Paper,0.21,Air,Medium,F,0.24,JAPAN
compost bin,Cardboard,1.98,Air,Medium,F,3.12,INDIA
compost bin,Bamboo,0.39,Ship,Medium,A+,0.17,USA
compost bin,Steel,1.48,Ship,High,D,1.49,UK
compost bin,Aluminum,0.73,Land,High,A,0.82,INDIA
compost bin,Other,0.66,Ship,Medium,E,0.48,NORWAY
compost bin,Plastic,1.86,Ship,Low,D,1.79,ITALY
compost bin,Steel,1.07,Ship,High,C,1.08,CHINA
compost bin,Aluminum,0.78,Land,High,D,0.87,JAPAN
compost bin,Aluminum,1.37,Land,High,D,1.53,FRANCE
compost bin,Other,1.77,Ship,Medium,D,1.27,FRANCE
compost bin,Aluminum,1.81,Ship,High,D,1.62,RUSSIA
compost bin,Other,1.66,Ship,Low,D,1.33,INDIA
compost bin,Aluminum,0.84,Ship,High,A,0.75,JAPAN
compost bin,Other,0.85,Ship,Low,A,0.68,INDIA
compost bin,Paper,1.79,Land,Medium,D,0.81,ITALY
compost bin,Plastic,0.19,Land,Low,C,0.23,USA
compost bin,Cardboard,0.14,Ship,Medium,D,0.07,BRAZIL
compost bin,Paper,0.89,Land,Medium,C,0.4,FRANCE
compost bin,Aluminum,1.85,Ship,High,D,1.66,INDIA
compost bin,Cardboard,1.09,Air,Medium,F,1.72,INDIA
compost bin,Paper,1.95,Ship,Medium,D,0.7,BRAZIL
compost bin,Aluminum,0.71,Land,High,A,0.8,CHINA
compost bin,Aluminum,1.15,Land,High,A,1.29,CHINA
compost bin,Paper,1.95,Ship,Medium,D,0.7,JAPAN
compost bin,Cardboard,0.9,Ship,Medium,C,0.45,ITALY
compost bin,Plastic,1.49,Land,Low,D,1.79,USA
compost bin,Steel,0.88,Air,High,F,2.77,INDIA
compost bin,Plastic,1.21,Air,Low,F,3.63,JAPAN
compost bin,Aluminum,0.98,Land,High,D,1.1,SINGAPORE
compost bin,Steel,0.25,Ship,High,C,0.25,RUSSIA
compost bin,Paper,0.84,Air,Medium,F,0.95,FRANCE
compost bin,Cardboard,1.93,Air,Medium,F,3.04,SINGAPORE
compost bin,Aluminum,1.01,Ship,High,B,0.9,BRAZIL
compost bin,Steel,0.93,Land,High,C,1.17,CHINA
compost bin,Cardboard,1.62,Ship,Medium,D,0.82,BRAZIL
compost bin,Plastic,1.3,Land,Low,D,1.56,NORWAY
compost bin,Aluminum,0.53,Land,High,C,0.59,FRANCE
compost bin,Steel,1.06,Air,High,F,3.34,INDIA
compost bin,Cardboard,0.6,Ship,Medium,D,0.3,GERMANY
compost bin,Plastic,1.67,Air,Low,F,5.01,RUSSIA
compost bin,Bamboo,1.93,Air,Medium,F,2.61,FRANCE
compost bin,Plastic,1.26,Air,Low,F,3.78,USA
compost bin,Aluminum,1.63,Land,High,D,1.83,ITALY
compost bin,Plastic,0.94,Land,Low,C,1.13,RUSSIA
compost bin,Aluminum,0.76,Air,High,F,2.13,UK
compost bin,Plastic,1.76,Air,Low,F,5.28,FRANCE
compost bin,Plastic,0.58,Land,Low,C,0.7,BRAZIL
compost bin,Aluminum,1.72,Ship,High,D,1.54,BRAZIL
compost bin,Cardboard,1.86,Air,Medium,F,2.93,UK
compost bin,Steel,0.69,Ship,High,C,0.7,SINGAPORE
compost bin,Other,1.63,Air,Medium,F,3.67,UK
compost bin,Aluminum,0.75,Ship,High,D,0.67,SINGAPORE
compost bin,Glass,1.81,Air,High,F,4.75,JAPAN
compost bin,Plastic,1.46,Land,Low,D,1.75,USA
compost bin,Glass,0.43,Ship,High,B,0.36,UK
compost bin,Other,1.69,Land,High,D,1.18,SINGAPORE
compost bin,Aluminum,1.74,Air,High,F,4.87,NORWAY
compost bin,Cardboard,1.9,Ship,Medium,D,0.96,GERMANY
compost bin,Glass,1.6,Ship,High,D,1.34,CHINA
compost bin,Aluminum,0.48,Ship,High,B,0.43,RUSSIA
compost bin,Plastic,1.91,Land,Low,D,2.29,INDIA
compost bin,Bamboo,1.95,Ship,Medium,D,0.84,GERMANY
compost bin,Steel,0.2,Air,High,F,0.63,CHINA
glass food container,Plastic,1.34,Air,Low,F,4.02,RUSSIA
glass food container,Steel,1.69,Land,High,D,2.13,FRANCE
glass food container,Glass,0.46,Ship,High,B,0.39,ITALY
glass food container,Plastic,1.75,Land,Low,D,2.1,UK
glass food container,Glass,0.94,Air,High,F,2.47,UK
glass food container,Bamboo,0.3,Land,Medium,D,0.16,CHINA
glass food container,Paper,0.35,Land,Medium,C,0.16,NORWAY
glass food container,Cardboard,1.09,Ship,Medium,F,0.55,NORWAY
glass food container,Cardboard,1.72,Land,Medium,D,1.08,CHINA
glass food container,Aluminum,0.43,Land,High,E,0.48,JAPAN
glass food container,Other,1.83,Land,High,D,1.28,JAPAN
glass food container,Plastic,1.62,Air,Low,F,4.86,CHINA
glass food container,Paper,0.61,Ship,Medium,F,0.22,CHINA
glass food container,Aluminum,1.02,Land,High,C,1.14,GERMANY
glass food container,Glass,1.05,Air,High,F,2.76,CHINA
glass food container,Plastic,0.13,Land,Low,C,0.16,ITALY
glass food container,Bamboo,1.19,Land,Medium,B,0.64,CHINA
glass food container,Plastic,1.32,Land,Low,D,1.58,ITALY
glass food container,Glass,1.69,Ship,High,D,1.42,FRANCE
glass food container,Bamboo,1.88,Air,Medium,F,2.54,RUSSIA
glass food container,Aluminum,1.59,Air,High,F,4.45,ITALY
glass food container,Other,1.88,Land,Medium,D,1.69,CHINA
glass food container,Cardboard,1.67,Air,Medium,F,2.63,JAPAN
glass food container,Bamboo,0.52,Ship,Medium,D,0.22,FRANCE
glass food container,Cardboard,0.78,Ship,Medium,B,0.39,FRANCE
glass food container,Glass,0.3,Ship,High,B,0.25,GERMANY
glass food container,Glass,0.79,Air,High,F,2.07,CHINA
glass food container,Aluminum,1.27,Air,High,F,3.56,USA
glass food container,Other,1.69,Air,Medium,F,3.8,UK
glass food container,Other,0.43,Ship,Low,D,0.34,INDIA
glass food container,Paper,0.75,Ship,Medium,C,0.27,FRANCE
glass food container,Aluminum,1.49,Air,High,F,4.17,ITALY
glass food container,Aluminum,1.14,Ship,High,B,1.02,INDIA
glass food container,Paper,1.97,Land,Medium,D,0.89,USA
glass food container,Steel,1.34,Land,High,D,1.69,USA
glass food container,Cardboard,1.12,Air,Medium,F,1.76,USA
glass food container,Aluminum,1.29,Land,High,D,1.44,RUSSIA
glass food container,Bamboo,1.95,Air,Medium,F,2.63,SINGAPORE
glass food container,Bamboo,0.63,Ship,Medium,F,0.27,USA
glass food container,Steel,1.29,Air,High,F,4.06,NORWAY
glass food container,Paper,1.28,Land,Medium,D,0.58,GERMANY
glass food container,Bamboo,1.31,Ship,Medium,D,0.57,RUSSIA
glass food container,Paper,0.42,Air,Medium,F,0.47,GERMANY
glass food container,Glass,1.99,Ship,High,D,1.67,UK
glass food container,Paper,0.75,Air,Medium,F,0.84,NORWAY
glass food container,Plastic,1.16,Land,Low,C,1.39,JAPAN
glass food container,Plastic,0.7,Ship,Low,C,0.67,INDIA
glass food container,Paper,1.31,Air,Medium,F,1.47,INDIA
glass food container,Other,0.47,Air,Low,F,1.17,BRAZIL
glass food container,Bamboo,1.43,Air,Medium,F,1.93,ITALY
glass food container,Cardboard,0.3,Ship,Medium,A,0.15,UK
glass food container,Cardboard,1.92,Air,Medium,F,3.02,FRANCE
glass food container,Aluminum,1.07,Air,High,F,3.0,JAPAN
glass food container,Bamboo,0.26,Land,Medium,A,0.14,JAPAN
glass food container,Aluminum,0.48,Land,High,F,0.54,BRAZIL
glass food container,Steel,1.06,Air,High,F,3.34,NORWAY
glass food container,Other,0.3,Air,Low,F,0.75,ITALY
glass food container,Aluminum,1.72,Ship,High,D,1.54,JAPAN
glass food container,Paper,1.71,Air,Medium,F,1.92,JAPAN
glass food container,Steel,0.63,Ship,High,C,0.64,NORWAY
glass food container,Plastic,0.49,Ship,Low,E,0.47,JAPAN
glass food container,Steel,1.18,Ship,High,C,1.19,BRAZIL
glass food container,Plastic,0.65,Ship,Low,B,0.62,JAPAN
glass food container,Bamboo,0.53,Land,Medium,C,0.29,RUSSIA
glass food container,Cardboard,0.15,Ship,Medium,B,0.08,JAPAN
glass food container,Steel,1.44,Air,High,F,4.54,USA
glass food container,Other,1.49,Land,Medium,D,1.34,BRAZIL
glass food container,Bamboo,0.29,Land,Medium,C,0.16,INDIA
glass food container,Aluminum,1.59,Ship,High,D,1.42,ITALY
glass food container,Plastic,0.8,Ship,Low,E,0.77,NORWAY
glass food container,Aluminum,1.32,Ship,High,D,1.18,JAPAN
glass food container,Aluminum,1.19,Air,High,F,3.33,USA
glass food container,Glass,1.88,Ship,High,D,1.58,JAPAN
glass food container,Steel,0.28,Air,High,F,0.88,FRANCE
glass food container,Other,1.57,Air,Low,F,3.93,CHINA
glass food container,Aluminum,0.31,Air,High,F,0.87,JAPAN
glass food container,Paper,1.64,Ship,Medium,D,0.59,NORWAY
glass food container,Steel,1.81,Land,High,D,2.28,CHINA
glass food container,Cardboard,1.43,Ship,Medium,D,0.72,BRAZIL
glass food container,Cardboard,1.86,Air,Medium,F,2.93,ITALY
glass food container,Cardboard,0.23,Air,Medium,F,0.36,RUSSIA
glass food container,Aluminum,1.89,Ship,High,D,1.69,BRAZIL
glass food container,Steel,1.4,Ship,High,D,1.41,USA
glass food container,Bamboo,0.55,Air,Medium,F,0.74,GERMANY
glass food container,Plastic,1.28,Ship,Low,D,1.23,FRANCE
glass food container,Other,0.61,Air,High,F,1.07,SINGAPORE
glass food container,Bamboo,1.23,Air,Medium,F,1.66,RUSSIA
glass food container,Cardboard,1.39,Ship,Medium,D,0.7,GERMANY
glass food container,Other,1.21,Ship,Low,D,0.97,ITALY
glass food container,Cardboard,1.6,Ship,Medium,D,0.81,USA
glass food container,Other,0.86,Air,Medium,F,1.94,USA
glass food container,Plastic,1.49,Ship,Low,D,1.43,NORWAY
glass food container,Steel,0.44,Air,High,F,1.39,JAPAN
glass food container,Plastic,1.43,Ship,Low,D,1.37,GERMANY
glass food container,Plastic,0.25,Ship,Low,B,0.24,GERMANY
glass food container,Other,1.9,Land,High,D,1.33,BRAZIL
glass food container,Aluminum,1.0,Land,High,D,1.12,RUSSIA
glass food container,Steel,1.71,Air,High,F,5.39,NORWAY
glass food container,Glass,1.7,Land,High,D,1.78,INDIA
glass food container,Other,0.94,Ship,Low,E,0.75,ITALY
protein powder,Aluminum,0.86,Air,High,F,2.41,SINGAPORE
protein powder,Plastic,1.83,Ship,Low,D,1.76,CHINA
protein powder,Plastic,0.27,Air,Low,F,0.81,BRAZIL
protein powder,Cardboard,1.17,Ship,Medium,C,0.59,SINGAPORE
protein powder,Cardboard,0.26,Ship,Medium,F,0.13,INDIA
protein powder,Plastic,0.13,Air,Low,F,0.39,NORWAY
protein powder,Aluminum,1.61,Ship,High,D,1.44,CHINA
protein powder,Glass,0.62,Ship,High,B,0.52,SINGAPORE
protein powder,Glass,1.77,Land,High,D,1.86,INDIA
protein powder,Bamboo,0.19,Air,Medium,F,0.26,USA
protein powder,Other,0.48,Air,Medium,F,1.08,FRANCE
protein powder,Plastic,1.96,Air,Low,F,5.88,USA
protein powder,Bamboo,0.67,Ship,Medium,A,0.29,UK
protein powder,Bamboo,1.95,Land,Medium,D,1.05,BRAZIL
protein powder,Cardboard,1.95,Land,Medium,D,1.23,NORWAY
protein powder,Bamboo,1.49,Air,Medium,F,2.01,CHINA
protein powder,Bamboo,1.82,Ship,Medium,D,0.79,BRAZIL
protein powder,Cardboard,1.05,Ship,Medium,E,0.53,UK
protein powder,Aluminum,0.92,Land,High,B,1.03,JAPAN
protein powder,Cardboard,1.55,Ship,Medium,D,0.78,INDIA
protein powder,Glass,1.91,Land,High,D,2.01,JAPAN
protein powder,Paper,1.55,Air,Medium,F,1.74,RUSSIA
protein powder,Paper,0.71,Land,Medium,A,0.32,GERMANY
protein powder,Bamboo,1.31,Land,Medium,D,0.71,SINGAPORE
protein powder,Other,0.42,Land,Low,D,0.42,CHINA
protein powder,Plastic,0.33,Land,Low,C,0.4,ITALY
protein powder,Plastic,0.12,Ship,Low,A,0.12,RUSSIA
protein powder,Cardboard,1.74,Land,Medium,D,1.1,UK
protein powder,Bamboo,1.21,Land,Medium,D,0.65,UK
protein powder,Glass,1.55,Air,High,F,4.07,NORWAY
protein powder,Aluminum,1.42,Ship,High,D,1.27,ITALY
protein powder,Cardboard,0.28,Air,Medium,F,0.44,SINGAPORE
protein powder,Other,0.69,Land,High,D,0.48,NORWAY
protein powder,Other,0.64,Land,High,F,0.45,JAPAN
protein powder,Plastic,1.2,Land,Low,C,1.44,CHINA
protein powder,Paper,0.24,Land,Medium,F,0.11,UK
protein powder,Cardboard,0.41,Land,Medium,E,0.26,ITALY
protein powder,Plastic,1.62,Ship,Low,D,1.56,ITALY
protein powder,Plastic,0.76,Ship,Low,B,0.73,INDIA
protein powder,Other,0.16,Ship,High,F,0.09,ITALY
protein powder,Cardboard,1.89,Air,Medium,F,2.98,GERMANY
protein powder,Bamboo,1.77,Ship,Medium,D,0.76,SINGAPORE
